10000,262,262,276,309,338,328,286,281,319,253,271,302,268,254,235,257,235,257,272
262,10000,387,284,268,241,269,279,285,263,229,231,259,266,269,272,232,312,234,319
262,387,10000,305,287,252,303,284,276,306,245,248,276,262,287,260,242,292,251,331
276,284,305,10000,324,323,363,345,319,336,208,261,316,228,262,253,291,240,311,236
309,268,287,324,10000,290,341,326,330,338,246,296,317,250,289,256,311,285,287,258
338,241,252,323,290,10000,360,280,275,314,229,272,291,267,246,253,269,235,313,255
328,269,303,363,341,360,10000,340,339,387,223,286,326,246,271,253,285,249,336,239
286,279,284,345,326,280,340,10000,398,398,215,257,293,221,290,258,311,283,280,229
281,285,276,319,330,275,339,398,10000,398,217,254,303,201,287,235,299,266,277,225
319,263,306,336,338,314,387,398,398,10000,241,273,328,230,308,247,287,263,290,259
253,229,245,208,246,229,223,215,217,241,10000,226,282,222,281,222,274,255,206,222
271,231,248,261,296,272,286,257,254,273,226,10000,285,335,304,247,264,240,282,264
302,259,276,316,317,291,326,293,303,328,282,285,10000,247,272,241,323,263,279,261
268,266,262,228,250,267,246,221,201,230,222,335,247,10000,248,308,215,246,235,282
254,269,287,262,289,246,271,290,287,308,281,304,272,248,10000,347,268,256,259,248
235,272,260,253,256,253,253,258,235,247,222,247,241,308,347,10000,241,252,221,251
257,232,242,291,311,269,285,311,299,287,274,264,323,215,268,241,10000,372,269,227
235,312,292,240,285,235,249,283,266,263,255,240,263,246,256,252,372,10000,238,249
257,234,251,311,287,313,336,280,277,290,206,282,279,235,259,221,269,238,10000,328
272,319,331,236,258,255,239,229,225,259,222,264,261,282,248,251,227,249,328,10000
