10000,244.9729434413,253.60142136814,182.3359155719,221.596009580099,183.616954451019,161.336881919999,202.6240709464,170.506024237631,154.4343907867,221.4876380107,220.3552393181,148.62441459311,239.5788062398,248.937015193699,274.905932984299,192.5871765557,274.9839911372,239.4187613592,237.6589451439
244.9729434413,10000,83.7646927901598,262.2956178192,255.31920574802,328.21632021932,301.625899973299,269.3435910257,269.329726588468,251.829925089799,253.8533736302,277.0424902806,252.631308566189,241.136098523099,216.1432036954,209.410323041599,276.301314276,150.8196908747,287.9718292681,152.819364016599
253.60142136814,83.7646927901598,10000,283.00680819136,242.82398327244,317.74793047796,305.828035399459,294.946049795259,278.847756882492,255.28649527796,269.72477963604,255.274600335439,256.34490356665,261.667335212059,202.78424560236,240.187219095959,272.65678087076,171.98951335746,303.12681280006,120.55062281704
182.3359155719,262.2956178192,283.00680819136,10000,184.5694582622,137.09753156188,89.8663922955,96.1766330466998,90.4114021813321,97.4493159407999,274.135139613599,196.725999247999,186.456733683209,214.1434517941,216.715888573799,236.6513813096,195.589643274799,252.507640242299,113.2635520277,299.3401261328
221.596009580099,255.31920574802,242.82398327244,184.5694582622,10000,226.740754014739,201.183951133319,160.478053233499,150.715640002912,144.11105991758,264.129869826019,154.575724279799,232.369093259389,227.4715022763,177.03644021622,205.6346622078,129.00818372022,253.0201507405,210.806505311699,198.6562867852
183.616954451019,328.21632021932,317.74793047796,137.09753156188,226.740754014739,10000,94.91532972138,218.429767889979,193.537629985148,195.339815639879,261.573189979319,203.02598172792,198.528375902109,224.08496434822,284.100354991319,280.06400149972,214.002467154519,320.580264036419,119.89603092198,277.788005592679
161.336881919999,301.625899973299,305.828035399459,89.8663922955,201.183951133319,94.91532972138,10000,149.002061401,121.945987174768,124.8013882573,263.745523261499,188.513179634099,176.813460826289,212.4220418622,253.047421853099,254.4284134177,196.344299794299,280.736934581399,110.9462372646,286.223288188099
202.6240709464,269.3435910257,294.946049795259,96.1766330466998,160.478053233499,218.429767889979,149.002061401,10000,55.4847827207679,73.2028522700999,271.163477968899,208.417536099099,217.90471199169,247.675671094599,191.371833093099,250.6038286581,194.454839254899,236.8626897828,158.5473252738,273.062058459299
170.506024237631,269.329726588468,278.847756882492,90.4114021813321,150.715640002912,193.537629985148,121.945987174768,55.4847827207679,10000,48.702547005468,258.887856595267,201.940664127532,185.285230600141,247.215418757367,196.303799633331,257.232788392867,186.004839791867,242.569749985568,158.841318203368,256.171878659468
154.4343907867,251.829925089799,255.28649527796,97.4493159407999,144.11105991758,195.339815639879,124.8013882573,73.2028522700999,48.702547005468,10000,246.157401830599,214.5537766432,161.96688802641,252.3003454981,197.914937665999,262.5696880196,189.749932763999,247.2988300463,172.938895626699,241.2321821508
221.4876380107,253.8533736302,269.72477963604,274.135139613599,264.129869826019,261.573189979319,263.745523261499,271.163477968899,258.887856595267,246.157401830599,10000,253.396378115,196.392055426589,273.211367068299,245.2407256368,306.6363229278,209.433388492199,274.318893388499,271.0435435849,261.418722857
220.3552393181,277.0424902806,255.274600335439,196.725999247999,154.575724279799,203.02598172792,188.513179634099,208.417536099099,201.940664127532,214.5537766432,253.396378115,10000,232.600170407189,139.2296652819,136.3017131002,190.4173078418,168.0307809944,271.8054392025,182.227320596699,213.5228844756
148.62441459311,252.631308566189,256.34490356665,186.456733683209,232.369093259389,198.528375902109,176.813460826289,217.90471199169,185.285230600141,161.96688802641,196.392055426589,232.600170407189,10000,265.327481327089,250.804755860789,291.113245070989,176.715025676789,269.04909258409,201.88639695191,248.663167547189
239.5788062398,241.136098523099,261.667335212059,214.1434517941,227.4715022763,224.08496434822,212.4220418622,247.675671094599,247.215418757367,252.3003454981,273.211367068299,139.2296652819,265.327481327089,10000,212.3797195869,143.9028953035,239.4918188377,173.507125179199,205.6257560628,296.7260027539
248.937015193699,216.1432036954,202.78424560236,216.715888573799,177.03644021622,284.100354991319,253.047421853099,191.371833093099,196.303799633331,197.914937665999,245.2407256368,136.3017131002,250.804755860789,212.3797195869,10000,161.2574075166,194.649466561199,265.400876903099,240.869785327099,244.921803680399
274.905932984299,209.410323041599,240.187219095959,236.6513813096,205.6346622078,280.06400149972,254.4284134177,250.6038286581,257.232788392867,262.5696880196,306.6363229278,190.4173078418,291.113245070989,143.9028953035,161.2574075166,10000,240.6532300792,187.3601293219,257.170276038299,287.675668814798
192.5871765557,276.301314276,272.65678087076,195.589643274799,129.00818372022,214.002467154519,196.344299794299,194.454839254899,186.004839791867,189.749932763999,209.433388492199,168.0307809944,176.715025676789,239.4918188377,194.649466561199,240.6532300792,10000,231.1696068371,237.675522850499,251.860428861399
274.9839911372,150.8196908747,171.98951335746,252.507640242299,253.0201507405,320.580264036419,280.736934581399,236.8626897828,242.569749985568,247.2988300463,274.318893388499,271.8054392025,269.04909258409,173.507125179199,265.400876903099,187.3601293219,231.1696068371,10000,303.119712366999,245.4258306733
239.4187613592,287.9718292681,303.12681280006,113.2635520277,210.806505311699,119.89603092198,110.9462372646,158.5473252738,158.841318203368,172.938895626699,271.0435435849,182.227320596699,201.88639695191,205.6257560628,240.869785327099,257.170276038299,237.675522850499,303.119712366999,10000,285.8109861251
237.6589451439,152.819364016599,120.55062281704,299.3401261328,198.6562867852,277.788005592679,286.223288188099,273.062058459299,256.171878659468,241.2321821508,261.418722857,213.5228844756,248.663167547189,296.7260027539,244.921803680399,287.675668814798,251.860428861399,245.4258306733,285.8109861251,10000
